geoid,county,state,betweenScore
38089,Stark,North Dakota,16966.68893750043
39095,Lucas,Ohio,16925.354431340485
22017,Caddo Parish,Louisiana,16873.782183353705
17119,Madison,Illinois,16849.266138583196
19193,Woodbury,Iowa,16807.60844449254
72061,Guaynabo Municipio,Puerto Rico,16490.940625421576
27137,St. Louis,Minnesota,16347.643769024397
34013,Essex,New Jersey,16178.641765789289
51510,Alexandria city,Virginia,16129.450375335
48441,Taylor,Texas,16077.371878406377
51700,Newport News city,Virginia,15935.258868268062
19103,Johnson,Iowa,15920.26813039654
23005,Cumberland,Maine,15871.735653866916
09003,Hartford,Connecticut,15663.772607752979
17167,Sangamon,Illinois,15626.176439723191
19013,Black Hawk,Iowa,15406.387675654209
21093,Hardin,Kentucky,15224.613663417114
40031,Comanche,Oklahoma,15159.567938430057
12083,Marion,Florida,15102.84426944524
48451,Tom Green,Texas,15084.22835634206
17163,St. Clair,Illinois,15069.287692087479
48135,Ector,Texas,15065.350890575432
47165,Sumner,Tennessee,14963.135685265754
42071,Lancaster,Pennsylvania,14950.868112425178
15003,Honolulu,Hawaii,14880.527675879435
18157,Tippecanoe,Indiana,14805.498514282903
12091,Okaloosa,Florida,14675.44733042394
13185,Lowndes,Georgia,14542.037264047178
40017,Canadian,Oklahoma,14379.739180746763
22055,Lafayette Parish,Louisiana,14374.747189239793
39017,Butler,Ohio,14370.103358682356
42029,Chester,Pennsylvania,14315.163678736859
46011,Brookings,South Dakota,14221.968120192629
26161,Washtenaw,Michigan,14207.965467494687
01125,Tuscaloosa,Alabama,14152.379019990882
29097,Jasper,Missouri,14094.788272590387
35049,Santa Fe,New Mexico,14088.424406534607
06013,Contra Costa,California,14037.086588054555
22073,Ouachita Parish,Louisiana,13908.42728351724
18141,St. Joseph,Indiana,13853.931109044166
19155,Pottawattamie,Iowa,13823.81164077438
28047,Harrison,Mississippi,13735.730673873444
38035,Grand Forks,North Dakota,13728.939525175925
36119,Westchester,New York,13663.04382719782
37133,Onslow,North Carolina,13598.802937865377
51550,Chesapeake city,Virginia,13439.185503669798
21015,Boone,Kentucky,13427.078037685567
01117,Shelby,Alabama,13355.017727763621
20169,Saline,Kansas,13318.258673316594
18039,Elkhart,Indiana,13315.186817863409
45083,Spartanburg,South Carolina,13303.855275306412
26065,Ingham,Michigan,13299.258442999346
12009,Brevard,Florida,13162.883844278598
27139,Scott,Minnesota,13121.194994752103
47125,Montgomery,Tennessee,13017.04642703684
12105,Polk,Florida,13004.039605083732
10003,New Castle,Delaware,12998.14023105271
51770,Roanoke city,Virginia,12885.345670277866
37021,Buncombe,North Carolina,12732.79981218151
38053,McKenzie,North Dakota,12727.129887849223
45013,Beaufort,South Carolina,12661.596942685379
39151,Stark,Ohio,12642.320272332916
31079,Hall,Nebraska,12547.671519990527
05069,Jefferson,Arkansas,12539.989395100294
08035,Douglas,Colorado,12512.759835350776
16019,Bonneville,Idaho,12474.68851104445
13095,Dougherty,Georgia,12312.568936304135
48485,Wichita,Texas,12162.19756106161
22079,Rapides Parish,Louisiana,12123.203298359898
27163,Washington,Minnesota,11964.729943673767
31157,Scotts Bluff,Nebraska,11958.932304277985
12021,Collier,Florida,11925.185392924152
06081,San Mateo,California,11892.165250986138
13153,Houston,Georgia,11882.36152225301
45051,Horry,South Carolina,11846.343161118668
06029,Kern,California,11705.600083011348
18063,Hendricks,Indiana,11672.482197742007
37097,Iredell,North Carolina,11610.042810341189
17161,Rock Island,Illinois,11330.232474863475
20051,Ellis,Kansas,11328.731499740497
17113,McLean,Illinois,11301.836359227585
53005,Benton,Washington,11300.343502939835
56025,Natrona,Wyoming,11268.021856840154
17201,Winnebago,Illinois,11264.907722765563
31141,Platte,Nebraska,11245.267715892162
45003,Aiken,South Carolina,11145.362990071995
27007,Beltrami,Minnesota,11102.747271515147
05045,Faulkner,Arkansas,11045.234788921061
42129,Westmoreland,Pennsylvania,11012.218283311297
20045,Douglas,Kansas,10983.458697618082
34035,Somerset,New Jersey,10967.948710574203
36067,Onondaga,New York,10859.408460582294
29165,Platte,Missouri,10799.87456022501
25021,Norfolk,Massachusetts,10716.071064108854
12005,Bay,Florida,10711.030089671634
40027,Cleveland,Oklahoma,10606.941950720895
27109,Olmsted,Minnesota,10593.053947087878
72025,Caguas Municipio,Puerto Rico,10542.236225767441
28081,Lee,Mississippi,10516.246251969556
36055,Monroe,New York,10460.5390337097
21151,Madison,Kentucky,10431.479194903268
42041,Cumberland,Pennsylvania,10431.289963204483
13117,Forsyth,Georgia,10346.849995594655
27111,Otter Tail,Minnesota,10335.444668745262
72097,Mayag????Municipio,Puerto Rico,10330.86874311782
12115,Sarasota,Florida,10326.368027153369
16055,Kootenai,Idaho,10306.66982667795
41047,Marion,Oregon,10156.356803922032
34023,Middlesex,New Jersey,10144.399600616653
20055,Finney,Kansas,10102.73146700737
46065,Hughes,South Dakota,10042.271165249353
34027,Morris,New Jersey,10019.507909103826
13151,Henry,Georgia,10006.954956909918
28035,Forrest,Mississippi,9967.472855076934
05145,White,Arkansas,9902.723733453942
19163,Scott,Iowa,9879.831933230036
20057,Ford,Kansas,9858.078248357006
19061,Dubuque,Iowa,9855.66602885611
25027,Worcester,Massachusetts,9847.777152689627
42017,Bucks,Pennsylvania,9770.43194795255
28033,DeSoto,Mississippi,9759.650598735436
28089,Madison,Mississippi,9711.34686631512
21019,Boyd,Kentucky,9665.960464157797
45091,York,South Carolina,9663.766809168763
25013,Hampden,Massachusetts,9608.417069677434
54061,Monongalia,West Virginia,9607.01831469648
47113,Madison,Tennessee,9593.448766452771
48041,Brazos,Texas,9574.40778583588
42133,York,Pennsylvania,9555.144518494282
29169,Pulaski,Missouri,9549.407815336164
12117,Seminole,Florida,9375.841800249293
12127,Volusia,Florida,9268.90719921787
48039,Brazoria,Texas,9214.346394466655
39025,Clermont,Ohio,9199.204165855139
05131,Sebastian,Arkansas,9179.863259400126
02090,Fairbanks North Star Borough,Alaska,9158.79365920408
08101,Pueblo,Colorado,9148.27720084457
17111,McHenry,Illinois,9140.892937203931
41017,Deschutes,Oregon,9122.047871096622
04021,Pinal,Arizona,9052.216135330773
51680,Lynchburg city,Virginia,8995.703460776815
55087,Outagamie,Wisconsin,8988.521815371541
20161,Riley,Kansas,8974.883723563178
51003,Albemarle,Virginia,8878.601136173971
33011,Hillsborough,New Hampshire,8860.534493434066
46013,Brown,South Dakota,8853.42698324528
48423,Smith,Texas,8767.554376595439
22103,St. Tammany Parish,Louisiana,8748.063835982466
37147,Pitt,North Carolina,8735.27149058631
48245,Jefferson,Texas,8729.194866759333
46083,Lincoln,South Dakota,8647.316723816548
24027,Howard,Maryland,8635.439436985396
26049,Genesee,Michigan,8550.611858349372
28075,Lauderdale,Mississippi,8539.455737413304
22115,Vernon Parish,Louisiana,8434.382040621445
42079,Luzerne,Pennsylvania,8421.946049303226
51085,Hanover,Virginia,8420.977290682295
25009,Essex,Massachusetts,8396.852054957517
48309,McLennan,Texas,8380.117097560436
31119,Madison,Nebraska,8376.431542005892
28105,Oktibbeha,Mississippi,8369.432002386047
55063,La Crosse,Wisconsin,8305.67811674511
22057,Lafourche Parish,Louisiana,8260.825418293882
47189,Wilson,Tennessee,8224.40058217892
29099,Jefferson,Missouri,8224.177805577241
54011,Cabell,West Virginia,8145.577627720343
40047,Garfield,Oklahoma,8112.0464226696195
16027,Canyon,Idaho,8109.859664071293
35013,Dona Ana,New Mexico,8068.04310818229
26139,Ottawa,Michigan,8040.623395468588
49005,Cache,Utah,7981.866891097914
39041,Delaware,Ohio,7978.405529864608
49011,Davis,Utah,7976.247490258907
22109,Terrebonne Parish,Louisiana,7973.048662219516
22019,Calcasieu Parish,Louisiana,7894.907872769854
17143,Peoria,Illinois,7799.821243011982
19049,Dallas,Iowa,7795.220601678318
12101,Pasco,Florida,7767.575608847676
08067,La Plata,Colorado,7718.804743153625
42059,Greene,Pennsylvania,7648.722924129172
31041,Custer,Nebraska,7609.214156205314
42043,Dauphin,Pennsylvania,7606.805785101154
34005,Burlington,New Jersey,7587.992902528309
06019,Fresno,California,7576.5873993506375
55141,Wood,Wisconsin,7564.089951996208
24021,Frederick,Maryland,7559.152560761469
17019,Champaign,Illinois,7556.643594579376
30049,Lewis and Clark,Montana,7554.252294124706
55073,Marathon,Wisconsin,7477.821239627252
26103,Marquette,Michigan,7473.548879241624
54107,Wood,West Virginia,7451.71586715498
09009,New Haven,Connecticut,7423.1480315054005
42011,Berks,Pennsylvania,7420.823924949902
47141,Putnam,Tennessee,7407.978144132306
56005,Campbell,Wyoming,7382.06563889914
21047,Christian,Kentucky,7317.3704795031035
13127,Glynn,Georgia,7310.325479085264
48251,Johnson,Texas,7290.165123779999
12109,St. Johns,Florida,7280.840827757554
01081,Lee,Alabama,7276.180700045636
05031,Craighead,Arkansas,7273.805571033978
29071,Franklin,Missouri,7265.361684160551
15009,Maui,Hawaii,7256.712355996198
72005,Aguadilla Municipio,Puerto Rico,7188.857521153976
39167,Washington,Ohio,7187.846152360378
40131,Rogers,Oklahoma,7181.734357548955
20175,Seward,Kansas,7177.860489164241
42019,Butler,Pennsylvania,7169.096146259279
34017,Hudson,New Jersey,7144.115058045322
05115,Pope,Arkansas,7120.811657866927
13139,Hall,Georgia,7096.697135288789
37035,Catawba,North Carolina,7084.35832383088
47179,Washington,Tennessee,7060.409788252381
26077,Kalamazoo,Michigan,7011.62724651444
06111,Ventura,California,6983.691612055893
02170,Matanuska-Susitna Borough,Alaska,6976.131747050464
42045,Delaware,Pennsylvania,6969.470851959987
13053,Chattahoochee,Georgia,6954.384554819083
36071,Orange,New York,6941.4869174088635
01003,Baldwin,Alabama,6928.511041203868
48061,Cameron,Texas,6918.536371741299
27013,Blue Earth,Minnesota,6907.169856632701
54033,Harrison,West Virginia,6873.258512207456
13179,Liberty,Georgia,6839.175465413384
55035,Eau Claire,Wisconsin,6815.393315054656
48479,Webb,Texas,6808.250951221151
51161,Roanoke,Virginia,6798.162282843851
13113,Fayette,Georgia,6771.132487747691
35009,Curry,New Mexico,6745.383948980638
05051,Garland,Arkansas,6743.4983495209235
13073,Columbia,Georgia,6734.583236804807
50007,Chittenden,Vermont,6729.101927572871
12069,Lake,Florida,6717.977217259007
51179,Stafford,Virginia,6705.538871144659
46079,Lake,South Dakota,6665.10924657635
31089,Holt,Nebraska,6619.035432632202
42077,Lehigh,Pennsylvania,6596.976272253627
02110,Juneau City and Borough,Alaska,6588.698993437927
39165,Warren,Ohio,6572.898386454482
32007,Elko,Nevada,6551.131612770252
72139,Trujillo Alto Municipio,Puerto Rico,6551.009715780447
48037,Bowie,Texas,6545.476053839619
40137,Stephens,Oklahoma,6524.33130119684
27063,Jackson,Minnesota,6503.14609861427
13059,Clarke,Georgia,6484.033260104507
13057,Cherokee,Georgia,6469.971829795111
46035,Davison,South Dakota,6467.778621870282
36001,Albany,New York,6459.461795279817
26055,Grand Traverse,Michigan,6454.169829761862
40041,Delaware,Oklahoma,6428.339260919565
21117,Kenton,Kentucky,6377.7503703401535
27019,Carver,Minnesota,6346.990448715545
17115,Macon,Illinois,6312.320143014506
26021,Berrien,Michigan,6293.989878290985
48227,Howard,Texas,6268.78196962346
37129,New Hanover,North Carolina,6264.138731724426
05033,Crawford,Arkansas,6258.128539560471
28087,Lowndes,Mississippi,6250.432751593271
27041,Douglas,Minnesota,6232.047158624629
48277,Lamar,Texas,6228.272580764807
08077,Mesa,Colorado,6184.228087415221
12001,Alachua,Florida,6180.658355689173
04005,Coconino,Arizona,6160.548848670228
55101,Racine,Wisconsin,6135.007695118667
46005,Beadle,South Dakota,6119.839857908231
02185,North Slope Borough,Alaska,6096.6146541357275
25005,Bristol,Massachusetts,6095.937215219154
37019,Brunswick,North Carolina,6079.729124616084
31053,Dodge,Nebraska,6040.498782882692
17179,Tazewell,Illinois,6006.267401369129
20155,Reno,Kansas,6003.7082273343285
13175,Laurens,Georgia,5989.845846724285
45085,Sumter,South Carolina,5956.220447470316
33015,Rockingham,New Hampshire,5929.474835283132
13277,Tift,Georgia,5922.821997136446
26145,Saginaw,Michigan,5922.791776384202
06097,Sonoma,California,5921.198623957842
05009,Boone,Arkansas,5914.63841198864
72055,Gu?ca Municipio,Puerto Rico,5897.690131248933
46029,Codington,South Dakota,5894.492702304695
34025,Monmouth,New Jersey,5876.552122439591
39155,Trumbull,Ohio,5873.8207370992595
49057,Weber,Utah,5834.144607989595
48181,Grayson,Texas,5828.316813642286
37171,Surry,North Carolina,5791.314450759785
42081,Lycoming,Pennsylvania,5740.8158536331175
22015,Bossier Parish,Louisiana,5739.488043643595
55139,Winnebago,Wisconsin,5736.202855350204
27035,Crow Wing,Minnesota,5730.6392132027195
37135,Orange,North Carolina,5719.973907778298
41039,Lane,Oregon,5709.459904333924
12081,Manatee,Florida,5700.257656762138
20103,Leavenworth,Kansas,5694.923597829863
06077,San Joaquin,California,5641.238750771263
17001,Adams,Illinois,5632.735834716065
20125,Montgomery,Kansas,5624.066991967164
29021,Buchanan,Missouri,5610.63516045073
38093,Stutsman,North Dakota,5607.962187996334
30025,Fallon,Montana,5599.355538633182
54069,Ohio,West Virginia,5586.064085034499
21125,Laurel,Kentucky,5584.732263595951
28149,Warren,Mississippi,5582.880232530627
29001,Adair,Missouri,5576.396577750812
40119,Payne,Oklahoma,5568.748850487977
72145,Vega Baja Municipio,Puerto Rico,5559.768618992524
19167,Sioux,Iowa,5559.091348449437
48183,Gregg,Texas,5532.104072858859
20009,Barton,Kansas,5527.862103504932
40071,Kay,Oklahoma,5525.154073353908
28059,Jackson,Mississippi,5467.075981898224
30041,Hill,Montana,5449.178576022416
05063,Independence,Arkansas,5437.589569550619
51191,Washington,Virginia,5427.252493168568
20015,Butler,Kansas,5424.558966115624
18105,Monroe,Indiana,5396.86794006583
55105,Rock,Wisconsin,5396.738137567475
26093,Livingston,Michigan,5373.7786348341715
29101,Johnson,Missouri,5371.460747144387
42049,Erie,Pennsylvania,5347.8276979887305
04015,Mohave,Arizona,5339.521452882829
17199,Williamson,Illinois,5327.549131381125
51149,Prince George,Virginia,5323.852931748055
21035,Calloway,Kentucky,5293.122051890823
34029,Ocean,New Jersey,5283.895460140928
39173,Wood,Ohio,5282.774821795752
36091,Saratoga,New York,5224.561331590282
51015,Augusta,Virginia,5219.374284433287
55043,Grant,Wisconsin,5216.758159998866
47119,Maury,Tennessee,5213.205318019396
30027,Fergus,Montana,5204.669604946565
21059,Daviess,Kentucky,5192.387526298823
18081,Johnson,Indiana,5191.286943840212
51165,Rockingham,Virginia,5185.893750465232
47009,Blount,Tennessee,5159.956234681798
34039,Union,New Jersey,5157.407948045444
21037,Campbell,Kentucky,5153.11028668167
18019,Clark,Indiana,5116.355608104306
13217,Newton,Georgia,5113.410524523875
27119,Polk,Minnesota,5100.325252274039
26075,Jackson,Michigan,5090.519747065549
01015,Calhoun,Alabama,5084.82951512518
51121,Montgomery,Virginia,5077.095216447035
35045,San Juan,New Mexico,5054.391991952571
44007,Providence,Rhode Island,5050.318410500687
31001,Adams,Nebraska,5026.768936679904
23031,York,Maine,5014.48323713622
31017,Brown,Nebraska,5009.257873118031
27027,Clay,Minnesota,5002.0258372496755
40147,Washington,Oklahoma,4994.75329416413
27131,Rice,Minnesota,4988.078698298505
04001,Apache,Arizona,4979.529605273556
06061,Placer,California,4973.925176107986
37001,Alamance,North Carolina,4943.207825082326
53035,Kitsap,Washington,4932.8160864474985
29023,Butler,Missouri,4927.102715681353
36065,Oneida,New York,4919.511935591267
13031,Bulloch,Georgia,4883.218202741186
31151,Saline,Nebraska,4866.837091736654
35043,Sandoval,New Mexico,4855.632220826063
17099,LaSalle,Illinois,4846.415325328853
56037,Sweetwater,Wyoming,4836.940362662246
55081,Monroe,Wisconsin,4830.347638835421
05091,Miller,Arkansas,4824.602563888475
39099,Mahoning,Ohio,4817.982855497998
01103,Morgan,Alabama,4789.263636532337
01043,Cullman,Alabama,4789.121417796937
27067,Kandiyohi,Minnesota,4765.130695311419
21199,Pulaski,Kentucky,4754.828407485904
40121,Pittsburg,Oklahoma,4743.092167030451
28151,Washington,Mississippi,4742.975869722586
39057,Greene,Ohio,4731.793152295101
18035,Delaware,Indiana,4717.498742135641
40079,Le Flore,Oklahoma,4696.305311205108
40139,Texas,Oklahoma,4688.359234906908
26005,Allegan,Michigan,4674.242472785273
47011,Bradley,Tennessee,4669.150956384396
31155,Saunders,Nebraska,4658.50796869919
22105,Tangipahoa Parish,Louisiana,4654.422650755666
20113,McPherson,Kansas,4652.247763965976
28071,Lafayette,Mississippi,4650.087580173395
42027,Centre,Pennsylvania,4647.612931834867
18127,Porter,Indiana,4633.88286533134
37025,Cabarrus,North Carolina,4611.9512209091945
20061,Geary,Kansas,4610.234474918483
21009,Barren,Kentucky,4598.021826632724
45041,Florence,South Carolina,4595.289832512026
22101,St. Mary Parish,Louisiana,4587.648418427473
20193,Thomas,Kansas,4587.152678176361
48187,Guadalupe,Texas,4586.317788127465
42015,Bradford,Pennsylvania,4582.4537178292785
32023,Nye,Nevada,4559.796414814418
36005,Bronx,New York,4554.2121761856815
37179,Union,North Carolina,4534.59581809136
19033,Cerro Gordo,Iowa,4520.652300172772
29215,Texas,Missouri,4518.59917647977
42095,Northampton,Pennsylvania,4511.8364520847435
27099,Mower,Minnesota,4511.037345945666
51800,Suffolk city,Virginia,4502.195700550654
39145,Scioto,Ohio,4478.270979681232
21073,Franklin,Kentucky,4442.082572274036
39013,Belmont,Ohio,4420.575513551329
40019,Carter,Oklahoma,4415.141541757589
20031,Coffey,Kansas,4414.310751448402
13313,Whitfield,Georgia,4404.246403791227
48209,Hays,Texas,4391.931406150885
22005,Ascension Parish,Louisiana,4391.261267887301
26111,Midland,Michigan,4386.449263435475
47001,Anderson,Tennessee,4368.310110082297
48367,Parker,Texas,4366.838876597642
48265,Kerr,Texas,4365.675695908871
35025,Lea,New Mexico,4365.35465137924
55039,Fond du Lac,Wisconsin,4357.987392921263
54025,Greenbrier,West Virginia,4350.858519098408
29145,Newton,Missouri,4347.393007350065
27169,Winona,Minnesota,4340.73634823301
19187,Webster,Iowa,4328.776968654583
16013,Blaine,Idaho,4319.786608865927
13097,Douglas,Georgia,4313.100667621998
29213,Taney,Missouri,4307.0052652385
46093,Meade,South Dakota,4280.7370796738005
48139,Ellis,Texas,4276.450912584779
12113,Santa Rosa,Florida,4275.2811892075415
34007,Camden,New Jersey,4271.980356386956
29031,Cape Girardeau,Missouri,4255.501032184692
39093,Lorain,Ohio,4217.535450939812
42069,Lackawanna,Pennsylvania,4204.398794606482
42033,Clearfield,Pennsylvania,4181.121330840548
13247,Rockdale,Georgia,4179.052415703212
29029,Camden,Missouri,4173.175913501286
36007,Broome,New York,4172.641313848334
51195,Wise,Virginia,4170.09126010129
27047,Freeborn,Minnesota,4170.088258604422
49053,Washington,Utah,4169.42467540817
72153,Yauco Municipio,Puerto Rico,4168.7763173843105
48497,Wise,Texas,4155.684425791562
31159,Seward,Nebraska,4142.60947547828
39085,Lake,Ohio,4117.517261927049
46023,Charles Mix,South Dakota,4100.869250982573
13299,Ware,Georgia,4085.314297220392
42117,Tioga,Pennsylvania,4083.4771674304616
17077,Jackson,Illinois,4077.4959767909227
54003,Berkeley,West Virginia,4058.5482598170584
19057,Des Moines,Iowa,4053.5317653151756
08075,Logan,Colorado,4052.5854066597544
38003,Barnes,North Dakota,4034.357598337309
54081,Raleigh,West Virginia,4029.8206509930237
36045,Jefferson,New York,4028.4366483363065
42063,Indiana,Pennsylvania,4017.602550298649
18091,LaPorte,Indiana,4010.5206358195405
06099,Stanislaus,California,4010.3479825259146
01071,Jackson,Alabama,4006.798019321353
31047,Dawson,Nebraska,4005.437754781605
54049,Marion,West Virginia,3986.9602025587697
25023,Plymouth,Massachusetts,3969.139766576352
27005,Becker,Minnesota,3965.5027973752035
53057,Skagit,Washington,3954.6235811191063
51650,Hampton city,Virginia,3952.693654321919
72071,Isabela Municipio,Puerto Rico,3949.5754875954735
18095,Madison,Indiana,3942.2959313625365
37055,Dare,North Carolina,3936.2387014569813
34021,Mercer,New Jersey,3924.47979858983
16057,Latah,Idaho,3914.733607017177
02130,Ketchikan Gateway Borough,Alaska,3890.803238923314
19059,Dickinson,Iowa,3880.0469400700104
06053,Monterey,California,3873.781745442483
55075,Marinette,Wisconsin,3871.624019195888
31185,York,Nebraska,3870.18170132017
48253,Jones,Texas,3846.172512637812
38071,Ramsey,North Dakota,3844.7350894207043
39103,Medina,Ohio,3827.7592673023673
21209,Scott,Kentucky,3826.857066916473
34031,Passaic,New Jersey,3820.5795625707797
39023,Clark,Ohio,3816.32157202676
05139,Union,Arkansas,3807.765044461371
45007,Anderson,South Carolina,3805.0967198200215
21107,Hopkins,Kentucky,3782.2310410210644
21113,Jessamine,Kentucky,3781.736318181528
39045,Fairfield,Ohio,3771.8811422154467
40037,Creek,Oklahoma,3756.193289388522
39081,Jefferson,Ohio,3750.086960516119
56001,Albany,Wyoming,3748.8379846730063
27021,Cass,Minnesota,3745.973240769124
72013,Arecibo Municipio,Puerto Rico,3722.240669147246
46135,Yankton,South Dakota,3721.6927764263733
13045,Carroll,Georgia,3716.339095639984
51740,Portsmouth city,Virginia,3715.1067851185294
48143,Erath,Texas,3712.9349719058737
55085,Oneida,Wisconsin,3698.890744042768
29091,Howell,Missouri,3697.134067433189
48013,Atascosa,Texas,3696.1125908957056
29147,Nodaway,Missouri,3686.968904192197
40125,Pottawatomie,Oklahoma,3678.766556286076
27049,Goodhue,Minnesota,3657.5396335012156
35061,Valencia,New Mexico,3654.0815091061836
39003,Allen,Ohio,3642.5744356926048
09011,New London,Connecticut,3634.676406066876
39169,Wayne,Ohio,3623.4913003563493
18167,Vigo,Indiana,3622.868561952644
34001,Atlantic,New Jersey,3604.276077227126
72059,Guayanilla Municipio,Puerto Rico,3599.689778272437
37057,Davidson,North Carolina,3584.0675248803095
01045,Dale,Alabama,3583.290389249238
53067,Thurston,Washington,3575.051304393735
48231,Hunt,Texas,3570.638389277094
37159,Rowan,North Carolina,3567.5602637359243
49043,Summit,Utah,3515.811329952125
20111,Lyon,Kansas,3514.6804473306615
06095,Solano,California,3514.2582722492775
48073,Cherokee,Texas,3510.920213408194
36093,Schenectady,New York,3507.7482564830225
08105,Rio Grande,Colorado,3495.3678129823675
30083,Richland,Montana,3490.82426156027
46123,Tripp,South Dakota,3486.2470037217854
08045,Garfield,Colorado,3482.8666569298825
34015,Gloucester,New Jersey,3478.3006331105153
32510,Carson City,Nevada,3478.018468709745
21205,Rowan,Kentucky,3473.125930603034
26115,Monroe,Michigan,3461.638482185747
26025,Calhoun,Michigan,3456.137656007395
40013,Bryan,Oklahoma,3454.0659206531222
19111,Lee,Iowa,3453.770030186151
40101,Muskogee,Oklahoma,3452.816334834839
27105,Nobles,Minnesota,3452.7002314849256
39089,Licking,Ohio,3446.2538501763197
33009,Grafton,New Hampshire,3444.2713215483595
19125,Marion,Iowa,3442.423514145075
29051,Cole,Missouri,3432.7432367473593
48323,Maverick,Texas,3425.144642367741
53075,Whitman,Washington,3418.9281764757443
41029,Jackson,Oregon,3418.651017217319
36101,Steuben,New York,3402.97113590913
40089,McCurtain,Oklahoma,3400.9498653128776
30081,Ravalli,Montana,3400.005019648706
37083,Halifax,North Carolina,3395.58545572619
13107,Emanuel,Georgia,3391.5292324715742
02261,Valdez-Cordova Census Area,Alaska,3385.3657417752565
28067,Jones,Mississippi,3375.130400808876
31091,Hooker,Nebraska,3369.6068105534373
29121,Macon,Missouri,3368.6487901122664
55053,Jackson,Wisconsin,3367.5987967826527
72041,Cidra Municipio,Puerto Rico,3358.006104666112
45015,Berkeley,South Carolina,3356.517324195297
48189,Hale,Texas,3347.6664899396983
42007,Beaver,Pennsylvania,3341.184308710013
13255,Spalding,Georgia,3331.0021542928284
28003,Alcorn,Mississippi,3321.156882988547
29201,Scott,Missouri,3320.0555171127235
20149,Pottawatomie,Kansas,3317.467416921391
55059,Kenosha,Wisconsin,3316.546767500117
19065,Fayette,Iowa,3312.6852195968904
38061,Mountrail,North Dakota,3309.5741321361716
21083,Graves,Kentucky,3302.075666028374
29037,Cass,Missouri,3291.0826539124055
04027,Yuma,Arizona,3287.8616681591798
42051,Fayette,Pennsylvania,3282.966263426737
05035,Crittenden,Arkansas,3261.975706225363
18085,Kosciusko,Indiana,3256.5256166809177
47025,Claiborne,Tennessee,3240.498942520105
40113,Osage,Oklahoma,3231.027026811003
16083,Twin Falls,Idaho,3229.566102185407
48389,Reeves,Texas,3218.6136197725614
40009,Beckham,Oklahoma,3212.0210225571614
48257,Kaufman,Texas,3199.9305821649236
17183,Vermilion,Illinois,3178.745368347106
16005,Bannock,Idaho,3172.444012413968
51095,James City,Virginia,3171.2779743368546
31121,Merrick,Nebraska,3169.5328460989317
72099,Moca Municipio,Puerto Rico,3117.3749200104075
21089,Greenup,Kentucky,3110.463867036024
55117,Sheboygan,Wisconsin,3109.0873101301568
48091,Comal,Texas,3097.247195008541
19123,Mahaska,Iowa,3089.436605596837
21195,Pike,Kentucky,3080.890288618988
38077,Richland,North Dakota,3080.708948445436
51023,Botetourt,Virginia,3073.4932176071466
55031,Douglas,Wisconsin,3073.157758408228
53073,Whatcom,Washington,3059.6028130013774
37071,Gaston,North Carolina,3059.067531010165
40051,Grady,Oklahoma,3057.6763779314056
45035,Dorchester,South Carolina,3057.2322780998734
17049,Effingham,Illinois,3054.2591095628927
19181,Warren,Iowa,3049.878106279096
13015,Bartow,Georgia,3049.853427284053
42055,Franklin,Pennsylvania,3044.834257438397
19099,Jasper,Iowa,3044.162657564053
47155,Sevier,Tennessee,3042.1133236317987
46129,Walworth,South Dakota,3038.876246145807
55111,Sauk,Wisconsin,3036.4792622860277
31043,Dakota,Nebraska,3023.3555697832794
18083,Knox,Indiana,3020.491737455411
06089,Shasta,California,3019.8175075140152
22119,Webster Parish,Louisiana,3000.423775902405
26073,Isabella,Michigan,2996.0491711066884
20035,Cowley,Kansas,2994.1040083859148
55127,Walworth,Wisconsin,2992.3666120409835
48101,Cottle,Texas,2988.2483179057626
72151,Yabucoa Municipio,Puerto Rico,2988.0235261935627
12019,Clay,Florida,2984.7830993260113
35015,Eddy,New Mexico,2980.8551059457127
08087,Morgan,Colorado,2977.7772771002988
49021,Iron,Utah,2973.401176186283
37031,Carteret,North Carolina,2965.490507362852
54055,Mercer,West Virginia,2963.384128384996
55131,Washington,Wisconsin,2960.3788469950878
26147,St. Clair,Michigan,2954.9290437699074
27083,Lyon,Minnesota,2952.1671327928166
05085,Lonoke,Arkansas,2951.680267775757
37191,Wayne,North Carolina,2943.734553935295
31045,Dawes,Nebraska,2935.49509302637
41059,Umatilla,Oregon,2931.684194555258
05005,Baxter,Arkansas,2931.2045971375524
51177,Spotsylvania,Virginia,2931.1394125558186
06083,Santa Barbara,California,2929.4022999651243
39133,Portage,Ohio,2929.3744674044356
48233,Hutchinson,Texas,2925.9800371192327
51199,York,Virginia,2916.55512064438
19191,Winneshiek,Iowa,2914.0182404681354
21161,Mason,Kentucky,2906.396554380599
27023,Chippewa,Minnesota,2894.479359295746
54079,Putnam,West Virginia,2889.9050708273403
51540,Charlottesville city,Virginia,2889.7811533030786
13033,Burke,Georgia,2885.2554479494033
36013,Chautauqua,New York,2884.1129790383056
29127,Marion,Missouri,2883.7745420550696
53055,San Juan,Washington,2880.7176172257928
05125,Saline,Arkansas,2879.2645372786887
29159,Pettis,Missouri,2878.1057864633785
21173,Montgomery,Kentucky,2868.755899516907
28073,Lamar,Mississippi,2864.7691189109
04003,Cochise,Arizona,2843.1712343095146
20095,Kingman,Kansas,2840.2489169290934
48217,Hill,Texas,2815.9925005182085
27093,Meeker,Minnesota,2815.6448470463215
26067,Ionia,Michigan,2808.762199615228
