ResState,PoWState,Workers
Vermont,Oregon,4
Vermont,Pennsylvania,84
Vermont,Rhode Island,47
Vermont,South Carolina,2
Vermont,Tennessee,22
Vermont,Texas,35
Vermont,Utah,38
Vermont,Virginia,60
Vermont,Washington,28
Vermont,West Virginia,3
Vermont,Wisconsin,16
Virginia,Alabama,159
Virginia,Alaska,52
Virginia,Arizona,319
Virginia,Arkansas,56
Virginia,California,1259
Virginia,Colorado,219
Virginia,Connecticut,334
Virginia,Delaware,384
Virginia,District of Columbia,228039
Virginia,Florida,1224
Virginia,Georgia,1088
Virginia,Hawaii,163
Virginia,Idaho,18
Virginia,Illinois,743
Virginia,Indiana,338
Virginia,Iowa,191
Virginia,Kansas,133
Virginia,Kentucky,1871
Virginia,Louisiana,132
Virginia,Maine,50
Virginia,Maryland,71356
Virginia,Massachusetts,846
Virginia,Michigan,361
Virginia,Minnesota,152
Virginia,Mississippi,112
Virginia,Missouri,326
Virginia,Montana,5
Virginia,Nebraska,92
Virginia,Nevada,85
Virginia,New Hampshire,83
Virginia,New Jersey,1459
Virginia,New Mexico,14
Virginia,New York,2357
Virginia,North Carolina,16509
Virginia,North Dakota,81
Virginia,Ohio,845
Virginia,Oklahoma,115
Virginia,Oregon,70
Virginia,Pennsylvania,2220
Virginia,Puerto Rico,47
Virginia,Rhode Island,219
Virginia,South Carolina,710
Virginia,Tennessee,12140
Virginia,Texas,1316
Virginia,Utah,79
Virginia,Vermont,72
Virginia,Washington,391
Virginia,West Virginia,8227
Virginia,Wisconsin,190
Virginia,Wyoming,24
Washington,Alabama,57
Washington,Alaska,2268
Washington,Arizona,424
Washington,Arkansas,45
Washington,California,4747
Washington,Colorado,274
Washington,Connecticut,67
Washington,Delaware,13
Washington,District of Columbia,480
Washington,Florida,380
Washington,Georgia,287
Washington,Hawaii,364
Washington,Idaho,11470
Washington,Illinois,672
Washington,Indiana,117
Washington,Iowa,171
Washington,Kansas,170
Washington,Kentucky,130
Washington,Louisiana,110
Washington,Maine,2
Washington,Maryland,233
Washington,Massachusetts,382
Washington,Michigan,325
Washington,Minnesota,311
Washington,Mississippi,142
Washington,Missouri,206
Washington,Montana,333
Washington,Nebraska,104
Washington,Nevada,556
Washington,New Hampshire,21
Washington,New Jersey,312
Washington,New Mexico,158
Washington,New York,592
Washington,North Carolina,127
Washington,North Dakota,429
Washington,Ohio,133
Washington,Oklahoma,23
Washington,Oregon,72457
Washington,Pennsylvania,162
Washington,Puerto Rico,26
Washington,Rhode Island,32
Washington,South Carolina,63
Washington,South Dakota,65
Washington,Tennessee,145
Washington,Texas,892
Washington,Utah,561
Washington,Vermont,11
Washington,Virginia,302
Washington,West Virginia,88
Washington,Wisconsin,255
Washington,Wyoming,123
West Virginia,Alabama,15
West Virginia,Arkansas,9
West Virginia,California,137
West Virginia,Colorado,24
West Virginia,Connecticut,66
West Virginia,Delaware,4
West Virginia,District of Columbia,1627
West Virginia,Florida,162
West Virginia,Georgia,75
West Virginia,Illinois,180
West Virginia,Indiana,172
West Virginia,Iowa,79
West Virginia,Kansas,30
West Virginia,Kentucky,4577
West Virginia,Louisiana,32
West Virginia,Maryland,21785
West Virginia,Massachusetts,91
West Virginia,Michigan,61
West Virginia,Minnesota,93
West Virginia,Mississippi,24
West Virginia,Missouri,67
West Virginia,Montana,3
West Virginia,Nebraska,15
West Virginia,Nevada,11
West Virginia,New Hampshire,19
West Virginia,New Jersey,143
West Virginia,New York,132
West Virginia,North Carolina,374
West Virginia,North Dakota,15
West Virginia,Ohio,15643
West Virginia,Oklahoma,49
West Virginia,Oregon,15
West Virginia,Pennsylvania,12026
West Virginia,South Carolina,47
West Virginia,South Dakota,30
West Virginia,Tennessee,244
West Virginia,Texas,265
West Virginia,Utah,3
West Virginia,Vermont,14
West Virginia,Virginia,29660
West Virginia,Washington,18
West Virginia,Wisconsin,49
West Virginia,Wyoming,4
Wisconsin,Alabama,76
Wisconsin,Alaska,91
Wisconsin,Arizona,189
Wisconsin,Arkansas,74
Wisconsin,California,677
Wisconsin,Colorado,260
Wisconsin,Connecticut,125
Wisconsin,Delaware,18
Wisconsin,District of Columbia,75
Wisconsin,Florida,428
Wisconsin,Georgia,257
Wisconsin,Hawaii,24
Wisconsin,Idaho,34
Wisconsin,Illinois,41575
Wisconsin,Indiana,681
Wisconsin,Iowa,4991
Wisconsin,Kansas,137
Wisconsin,Kentucky,109
Wisconsin,Louisiana,85
Wisconsin,Maine,34
Wisconsin,Maryland,99
Wisconsin,Massachusetts,167
Wisconsin,Michigan,5236
Wisconsin,Minnesota,50589
Wisconsin,Mississippi,63
Wisconsin,Missouri,229
Wisconsin,Montana,76
Wisconsin,Nebraska,118
Wisconsin,Nevada,108
Wisconsin,New Hampshire,29
Wisconsin,New Jersey,185
Wisconsin,New Mexico,60
Wisconsin,New York,416
Wisconsin,North Carolina,230
Wisconsin,North Dakota,514
Wisconsin,Ohio,576
Wisconsin,Oklahoma,132
Wisconsin,Oregon,48
Wisconsin,Pennsylvania,227
Wisconsin,Puerto Rico,8
Wisconsin,Rhode Island,10
Wisconsin,South Carolina,187
Wisconsin,South Dakota,156
Wisconsin,Tennessee,189
Wisconsin,Texas,696
Wisconsin,Utah,94
Wisconsin,Virginia,155
Wisconsin,Washington,199
Wisconsin,West Virginia,33
Wisconsin,Wyoming,15
Wyoming,Alabama,31
Wyoming,Alaska,97
Wyoming,Arizona,32
Wyoming,California,150
Wyoming,Colorado,1764
Wyoming,Connecticut,31
Wyoming,District of Columbia,13
Wyoming,Florida,11
Wyoming,Georgia,6
Wyoming,Idaho,314
Wyoming,Illinois,62
Wyoming,Indiana,9
Wyoming,Iowa,20
Wyoming,Kansas,29
Wyoming,Kentucky,31
Wyoming,Louisiana,17
Wyoming,Maine,9
Wyoming,Massachusetts,11
Wyoming,Michigan,14
Wyoming,Minnesota,13
Wyoming,Mississippi,14
Wyoming,Missouri,47
Wyoming,Montana,837
Wyoming,Nebraska,753
Wyoming,Nevada,51
Wyoming,New Jersey,40
Wyoming,New Mexico,46
Wyoming,New York,87
Wyoming,North Carolina,20
Wyoming,North Dakota,1303
Wyoming,Ohio,46
Wyoming,Oklahoma,146
Wyoming,Pennsylvania,58
Wyoming,South Carolina,5
Wyoming,South Dakota,471
Wyoming,Texas,220
Wyoming,Utah,458
Wyoming,Washington,108
Wyoming,West Virginia,50
